Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED,Event Name,Year
36,3835,8.00,40.00,276.00,70.00,152.00,4-6-0,0,10,Israel Regional,2014
37,4757,8.00,40.00,240.00,50.00,290.00,4-6-0,0,10,Israel Regional,2014
38,1657,8.00,40.00,231.00,50.00,251.00,4-6-0,0,10,Israel Regional,2014
39,3083,8.00,40.00,200.00,30.00,264.00,4-5-0,1,10,Israel Regional,2014
40,1690,8.00,30.00,256.00,100.00,271.00,4-6-0,0,10,Israel Regional,2014
41,5273,8.00,30.00,225.00,90.00,209.00,4-6-0,0,10,Israel Regional,2014
42,4416,8.00,20.00,205.00,40.00,179.00,4-6-0,0,10,Israel Regional,2014
43,1576,8.00,10.00,235.00,50.00,358.00,4-6-0,0,10,Israel Regional,2014
44,4794,8.00,10.00,210.00,50.00,221.00,4-6-0,0,10,Israel Regional,2014
45,2213,8.00,0,210.00,50.00,278.00,4-6-0,0,10,Israel Regional,2014
46,3065,6.00,20.00,255.00,40.00,267.00,3-7-0,0,10,Israel Regional,2014
47,3063,6.00,20.00,176.00,60.00,130.00,3-7-0,0,10,Israel Regional,2014
48,5174,6.00,0,185.00,20.00,232.00,3-7-0,0,10,Israel Regional,2014
49,4784,4.00,30.00,263.00,70.00,206.00,2-8-0,0,10,Israel Regional,2014
50,1943,4.00,20.00,150.00,20.00,324.00,2-8-0,0,10,Israel Regional,2014
51,4319,4.00,10.00,186.00,10.00,79.00,2-8-0,0,10,Israel Regional,2014
52,1580,4.00,10.00,135.00,10.00,183.00,2-8-0,0,10,Israel Regional,2014
53,3087,4.00,10.00,85.00,20.00,110.00,2-4-0,4,10,Israel Regional,2014
1,1114,20.00,460.00,533.00,270.00,902.00,10-0-0,0,10,Greater Toronto East Regional ,2014
2,3683,20.00,400.00,331.00,290.00,725.00,10-0-0,0,10,Greater Toronto East Regional ,2014
3,3710,16.00,220.00,276.00,210.00,306.00,8-2-0,0,10,Greater Toronto East Regional ,2014
4,1503,15.00,160.00,340.00,270.00,307.00,7-2-1,0,10,Greater Toronto East Regional ,2014
5,907,15.00,120.00,236.00,170.00,273.00,7-2-1,0,10,Greater Toronto East Regional ,2014
6,4476,14.00,280.00,302.00,180.00,535.00,7-3-0,0,10,Greater Toronto East Regional ,2014
7,2013,14.00,210.00,306.00,170.00,399.00,7-3-0,0,10,Greater Toronto East Regional ,2014
8,3988,14.00,110.00,276.00,100.00,491.00,7-3-0,0,10,Greater Toronto East Regional ,2014
9,1325,13.00,180.00,375.00,100.00,323.00,6-3-1,0,10,Greater Toronto East Regional ,2014
10,781,12.00,200.00,377.00,120.00,344.00,6-4-0,0,10,Greater Toronto East Regional ,2014
11,4825,12.00,190.00,455.00,150.00,507.00,6-4-0,0,10,Greater Toronto East Regional ,2014
12,5031,12.00,160.00,257.00,110.00,456.00,6-4-0,0,10,Greater Toronto East Regional ,2014
13,1285,12.00,150.00,280.00,160.00,478.00,6-4-0,0,10,Greater Toronto East Regional ,2014
14,1241,12.00,130.00,357.00,250.00,394.00,6-4-0,0,10,Greater Toronto East Regional ,2014
15,2609,12.00,120.00,281.00,160.00,371.00,6-4-0,0,10,Greater Toronto East Regional ,2014
16,4718,12.00,90.00,181.00,70.00,203.00,6-4-0,0,10,Greater Toronto East Regional ,2014
17,1075,12.00,80.00,226.00,150.00,391.00,6-4-0,0,10,Greater Toronto East Regional ,2014
18,2601,12.00,70.00,318.00,90.00,442.00,6-4-0,0,10,Greater Toronto East Regional ,2014
19,919,12.00,70.00,250.00,80.00,520.00,6-4-0,0,10,Greater Toronto East Regional ,2014
20,3360,11.00,90.00,344.00,150.00,412.00,5-4-1,0,10,Greater Toronto East Regional ,2014
21,2198,10.00,140.00,307.00,130.00,409.00,5-5-0,0,10,Greater Toronto East Regional ,2014
22,3550,10.00,130.00,206.00,100.00,481.00,5-5-0,0,10,Greater Toronto East Regional ,2014
23,244,10.00,120.00,215.00,100.00,420.00,5-5-0,0,10,Greater Toronto East Regional ,2014
24,4252,10.00,90.00,218.00,90.00,360.00,5-5-0,0,10,Greater Toronto East Regional ,2014
25,4783,10.00,70.00,180.00,120.00,199.00,5-5-0,0,10,Greater Toronto East Regional ,2014
26,5051,10.00,60.00,256.00,100.00,440.00,5-5-0,0,10,Greater Toronto East Regional ,2014
27,216,9.00,30.00,145.00,90.00,295.00,4-5-1,0,10,Greater Toronto East Regional ,2014
28,3386,8.00,150.00,327.00,190.00,424.00,4-6-0,0,10,Greater Toronto East Regional ,2014
29,3985,8.00,130.00,212.00,70.00,319.00,4-6-0,0,10,Greater Toronto East Regional ,2014
30,4618,8.00,110.00,221.00,140.00,134.00,4-6-0,0,10,Greater Toronto East Regional ,2014
31,746,8.00,100.00,237.00,80.00,286.00,4-6-0,0,10,Greater Toronto East Regional ,2014
32,1547,8.00,90.00,180.00,40.00,286.00,4-6-0,0,10,Greater Toronto East Regional ,2014
33,2994,8.00,80.00,270.00,120.00,234.00,4-6-0,0,10,Greater Toronto East Regional ,2014
34,1404,8.00,80.00,265.00,180.00,190.00,4-6-0,0,10,Greater Toronto East Regional ,2014
35,4727,8.00,60.00,196.00,130.00,284.00,4-6-0,0,10,Greater Toronto East Regional ,2014
36,5158,8.00,50.00,182.00,80.00,433.00,4-6-0,0,10,Greater Toronto East Regional ,2014
37,4627,8.00,40.00,231.00,50.00,232.00,4-6-0,0,10,Greater Toronto East Regional ,2014
38,4248,8.00,40.00,203.00,70.00,256.00,4-6-0,0,10,Greater Toronto East Regional ,2014
39,3173,7.00,100.00,191.00,90.00,321.00,3-6-1,0,10,Greater Toronto East Regional ,2014
40,3986,6.00,130.00,203.00,90.00,256.00,3-7-0,0,10,Greater Toronto East Regional ,2014
41,886,6.00,100.00,176.00,70.00,294.00,3-7-0,0,10,Greater Toronto East Regional ,2014
42,288,6.00,60.00,233.00,80.00,223.00,3-7-0,0,10,Greater Toronto East Regional ,2014
43,3161,6.00,50.00,255.00,20.00,383.00,3-7-0,0,10,Greater Toronto East Regional ,2014
44,5036,6.00,50.00,211.00,90.00,398.00,3-7-0,0,10,Greater Toronto East Regional ,2014
45,854,4.00,70.00,180.00,80.00,426.00,2-8-0,0,10,Greater Toronto East Regional ,2014
46,1219,4.00,50.00,215.00,100.00,205.00,2-8-0,0,10,Greater Toronto East Regional ,2014
47,1246,4.00,40.00,204.00,90.00,189.00,2-8-0,0,10,Greater Toronto East Regional ,2014
48,3387,2.00,110.00,176.00,70.00,214.00,1-9-0,0,10,Greater Toronto East Regional ,2014
1,16,22.00,430.00,311.00,290.00,619.00,11-1-0,0,12,Arkansas Regional,2014
2,1985,20.00,300.00,465.00,230.00,322.00,10-2-0,0,12,Arkansas Regional,2014
3,4522,18.00,400.00,326.00,250.00,553.00,9-3-0,0,12,Arkansas Regional,2014
4,5153,18.00,130.00,352.00,110.00,277.00,9-3-0,0,12,Arkansas Regional,2014
5,4532,16.00,290.00,291.00,220.00,376.00,8-4-0,0,12,Arkansas Regional,2014
6,1810,16.00,220.00,402.00,220.00,435.00,8-4-0,0,12,Arkansas Regional,2014
7,4092,16.00,170.00,310.00,200.00,478.00,8-4-0,0,12,Arkansas Regional,2014
8,2388,16.00,160.00,226.00,160.00,512.00,8-4-0,0,12,Arkansas Regional,2014
9,2992,14.00,290.00,326.00,130.00,547.00,7-5-0,0,12,Arkansas Regional,2014
10,3937,14.00,210.00,401.00,210.00,432.00,7-5-0,0,12,Arkansas Regional,2014
11,1706,14.00,210.00,381.00,140.00,391.00,7-5-0,0,12,Arkansas Regional,2014
12,3593,14.00,180.00,392.00,200.00,530.00,7-5-0,0,12,Arkansas Regional,2014
13,45,14.00,150.00,327.00,170.00,363.00,7-5-0,0,12,Arkansas Regional,2014
14,3666,14.00,110.00,383.00,140.00,329.00,7-5-0,0,12,Arkansas Regional,2014
15,3516,14.00,110.00,240.00,110.00,442.00,7-5-0,0,12,Arkansas Regional,2014
16,832,12.00,190.00,221.00,190.00,540.00,6-6-0,0,12,Arkansas Regional,2014
17,4849,12.00,170.00,320.00,160.00,252.00,6-6-0,0,12,Arkansas Regional,2014
18,2333,12.00,150.00,302.00,140.00,320.00,6-6-0,0,12,Arkansas Regional,2014
19,3160,12.00,150.00,245.00,210.00,614.00,6-6-0,0,12,Arkansas Regional,2014
20,3783,12.00,110.00,246.00,110.00,459.00,6-6-0,0,12,Arkansas Regional,2014
21,4490,12.00,100.00,224.00,150.00,603.00,6-6-0,0,12,Arkansas Regional,2014
22,1939,10.00,260.00,311.00,110.00,287.00,5-7-0,0,12,Arkansas Regional,2014
23,4500,10.00,240.00,223.00,90.00,371.00,5-7-0,0,12,Arkansas Regional,2014
24,2352,10.00,180.00,291.00,80.00,196.00,5-7-0,0,12,Arkansas Regional,2014
25,5178,10.00,170.00,271.00,140.00,322.00,5-7-0,0,12,Arkansas Regional,2014
26,418,10.00,160.00,452.00,220.00,257.00,5-7-0,0,12,Arkansas Regional,2014
27,4535,10.00,150.00,249.00,80.00,513.00,5-7-0,0,12,Arkansas Regional,2014
28,3784,10.00,140.00,247.00,130.00,482.00,5-7-0,0,12,Arkansas Regional,2014
29,5259,10.00,130.00,291.00,110.00,340.00,5-7-0,0,12,Arkansas Regional,2014
30,3961,10.00,120.00,222.00,50.00,255.00,5-6-0,1,12,Arkansas Regional,2014
31,3179,10.00,90.00,191.00,80.00,246.00,5-7-0,0,12,Arkansas Regional,2014
32,3227,10.00,40.00,167.00,90.00,269.00,5-6-0,1,12,Arkansas Regional,2014
33,3991,8.00,200.00,241.00,90.00,241.00,4-8-0,0,12,Arkansas Regional,2014
34,3350,8.00,110.00,227.00,130.00,365.00,4-8-0,0,12,Arkansas Regional,2014
35,5195,8.00,70.00,267.00,160.00,537.00,4-8-0,0,12,Arkansas Regional,2014
36,5006,6.00,160.00,249.00,80.00,563.00,3-9-0,0,12,Arkansas Regional,2014
37,4090,6.00,70.00,216.00,80.00,354.00,3-9-0,0,12,Arkansas Regional,2014
38,1209,4.00,80.00,280.00,130.00,229.00,2-10-0,0,12,Arkansas Regional,2014
39,2359,2.00,100.00,332.00,80.00,155.00,1-11-0,0,12,Arkansas Regional,2014
1,987,22.00,380.00,510.00,290.00,496.00,11-0-0,0,11,San Diego Regional ,2014
2,3476,22.00,250.00,515.00,330.00,421.00,11-0-0,0,11,San Diego Regional ,2014
3,2485,20.00,310.00,420.00,170.00,763.00,10-1-0,0,11,San Diego Regional ,2014
4,1266,20.00,260.00,380.00,190.00,378.00,10-1-0,0,11,San Diego Regional ,2014
5,3009,20.00,220.00,406.00,320.00,334.00,10-1-0,0,11,San Diego Regional ,2014
6,330,18.00,240.00,345.00,230.00,281.00,9-2-0,0,11,San Diego Regional ,2014
7,812,18.00,180.00,350.00,190.00,655.00,9-2-0,0,11,San Diego Regional ,2014
8,604,16.00,340.00,286.00,180.00,299.00,8-3-0,0,11,San Diego Regional ,2014
9,1538,16.00,230.00,415.00,250.00,544.00,8-3-0,0,11,San Diego Regional ,2014
10,3491,16.00,80.00,262.00,120.00,424.00,8-3-0,0,11,San Diego Regional ,2014
11,3128,14.00,140.00,366.00,120.00,450.00,7-4-0,0,11,San Diego Regional ,2014
12,5025,14.00,140.00,342.00,50.00,449.00,7-4-0,0,11,San Diego Regional ,2014
13,2543,14.00,140.00,292.00,160.00,420.00,7-4-0,0,11,San Diego Regional ,2014
14,3881,14.00,130.00,296.00,190.00,167.00,7-4-0,0,11,San Diego Regional ,2014
15,4486,14.00,110.00,415.00,180.00,195.00,7-4-0,0,11,San Diego Regional ,2014
16,2193,14.00,90.00,257.00,70.00,235.00,7-4-0,0,11,San Diego Regional ,2014
17,5199,14.00,90.00,175.00,70.00,396.00,7-4-0,0,11,San Diego Regional ,2014
18,3967,14.00,50.00,240.00,120.00,302.00,7-4-0,0,11,San Diego Regional ,2014
19,3021,14.00,50.00,240.00,110.00,258.00,7-4-0,0,11,San Diego Regional ,2014
20,568,12.00,90.00,345.00,130.00,340.00,6-5-0,0,11,San Diego Regional ,2014
21,4139,12.00,90.00,265.00,100.00,450.00,6-5-0,0,11,San Diego Regional ,2014
22,2339,12.00,90.00,245.00,120.00,376.00,6-5-0,0,11,San Diego Regional ,2014
23,5137,12.00,70.00,235.00,190.00,250.00,6-5-0,0,11,San Diego Regional ,2014
24,2658,12.00,40.00,267.00,150.00,418.00,6-5-0,0,11,San Diego Regional ,2014
25,589,10.00,190.00,281.00,170.00,342.00,5-6-0,0,11,San Diego Regional ,2014
26,3255,10.00,160.00,286.00,130.00,350.00,5-6-0,0,11,San Diego Regional ,2014
27,3965,10.00,140.00,335.00,100.00,167.00,5-6-0,0,11,San Diego Regional ,2014
28,4014,10.00,130.00,193.00,120.00,265.00,5-6-0,0,11,San Diego Regional ,2014
29,4984,10.00,100.00,266.00,90.00,263.00,5-6-0,0,11,San Diego Regional ,2014
30,3704,10.00,100.00,260.00,100.00,329.00,5-6-0,0,11,San Diego Regional ,2014
31,2839,10.00,100.00,216.00,110.00,188.00,5-6-0,0,11,San Diego Regional ,2014
32,4792,10.00,70.00,271.00,120.00,183.00,5-6-0,0,11,San Diego Regional ,2014
33,1572,10.00,70.00,211.00,150.00,222.00,5-6-0,0,11,San Diego Regional ,2014
34,3041,10.00,60.00,245.00,110.00,190.00,5-6-0,0,11,San Diego Regional ,2014
35,4078,10.00,60.00,241.00,100.00,177.00,5-6-0,0,11,San Diego Regional ,2014
36,3647,10.00,50.00,260.00,50.00,246.00,5-6-0,0,11,San Diego Regional ,2014
37,2102,10.00,50.00,216.00,100.00,232.00,5-6-0,0,11,San Diego Regional ,2014
38,4616,10.00,30.00,286.00,110.00,209.00,5-6-0,0,11,San Diego Regional ,2014
39,2029,10.00,30.00,207.00,60.00,238.00,5-6-0,0,11,San Diego Regional ,2014
40,1972,8.00,100.00,241.00,70.00,158.00,4-7-0,0,11,San Diego Regional ,2014
41,4583,8.00,100.00,241.00,70.00,131.00,4-7-0,0,11,San Diego Regional ,2014
42,1622,8.00,80.00,186.00,60.00,251.00,4-7-0,0,11,San Diego Regional ,2014
43,4574,8.00,70.00,295.00,50.00,175.00,4-7-0,0,11,San Diego Regional ,2014
44,2984,8.00,50.00,271.00,140.00,254.00,4-7-0,0,11,San Diego Regional ,2014
45,5209,8.00,50.00,241.00,60.00,270.00,4-7-0,0,11,San Diego Regional ,2014
46,3328,8.00,40.00,242.00,130.00,386.00,4-7-0,0,11,San Diego Regional ,2014
47,4919,8.00,30.00,295.00,130.00,146.00,4-7-0,0,11,San Diego Regional ,2014
48,4738,8.00,30.00,290.00,100.00,237.00,4-7-0,0,11,San Diego Regional ,2014
49,3250,6.00,130.00,280.00,100.00,80.00,3-8-0,0,11,San Diego Regional ,2014
50,1482,6.00,120.00,247.00,80.00,238.00,3-8-0,0,11,San Diego Regional ,2014
51,3849,6.00,50.00,211.00,80.00,152.00,3-6-0,2,11,San Diego Regional ,2014
52,5285,6.00,30.00,150.00,70.00,127.00,3-8-0,0,11,San Diego Regional ,2014
53,4019,6.00,20.00,250.00,90.00,165.00,3-8-0,0,11,San Diego Regional ,2014
54,3952,6.00,10.00,300.00,140.00,197.00,3-8-0,0,11,San Diego Regional ,2014
55,3315,6.00,10.00,140.00,80.00,151.00,3-8-0,0,11,San Diego Regional ,2014
56,3011,4.00,120.00,263.00,90.00,77.00,2-9-0,0,11,San Diego Regional ,2014
57,3749,4.00,100.00,306.00,80.00,141.00,2-9-0,0,11,San Diego Regional ,2014
58,3341,4.00,20.00,221.00,50.00,226.00,2-9-0,0,11,San Diego Regional ,2014
59,4160,4.00,20.00,205.00,100.00,210.00,2-8-0,1,11,San Diego Regional ,2014
60,2827,2.00,50.00,201.00,60.00,75.00,1-9-0,1,11,San Diego Regional ,2014
1,1024,24.00,630.00,486.00,450.00,425.00,12-0-0,0,12,Crossroads Regional,2014
2,1108,20.00,550.00,621.00,250.00,552.00,10-2-0,0,12,Crossroads Regional,2014
3,537,18.00,540.00,497.00,250.00,524.00,9-3-0,0,12,Crossroads Regional,2014
4,2252,18.00,450.00,489.00,250.00,388.00,9-3-0,0,12,Crossroads Regional,2014
5,135,18.00,400.00,631.00,240.00,434.00,9-3-0,0,12,Crossroads Regional,2014
6,71,18.00,340.00,608.00,150.00,434.00,9-3-0,0,12,Crossroads Regional,2014
7,461,16.00,480.00,517.00,340.00,505.00,8-4-0,0,12,Crossroads Regional,2014
8,2202,16.00,440.00,470.00,250.00,242.00,8-4-0,0,12,Crossroads Regional,2014
9,3494,16.00,430.00,561.00,310.00,595.00,8-4-0,0,12,Crossroads Regional,2014
10,447,16.00,410.00,373.00,280.00,416.00,8-4-0,0,12,Crossroads Regional,2014
11,2338,16.00,320.00,512.00,270.00,378.00,8-4-0,0,12,Crossroads Regional,2014
12,3147,14.00,470.00,520.00,260.00,733.00,7-5-0,0,12,Crossroads Regional,2014
13,4269,14.00,440.00,496.00,180.00,383.00,7-5-0,0,12,Crossroads Regional,2014
14,144,14.00,400.00,426.00,240.00,597.00,7-5-0,0,12,Crossroads Regional,2014
15,4085,14.00,390.00,603.00,320.00,276.00,7-5-0,0,12,Crossroads Regional,2014
16,234,14.00,370.00,542.00,310.00,324.00,7-5-0,0,12,Crossroads Regional,2014
17,4070,14.00,290.00,490.00,150.00,304.00,7-5-0,0,12,Crossroads Regional,2014
18,5188,14.00,290.00,405.00,230.00,448.00,7-5-0,0,12,Crossroads Regional,2014
19,4690,14.00,110.00,317.00,130.00,853.00,7-5-0,0,12,Crossroads Regional,2014
20,868,12.00,470.00,530.00,190.00,556.00,6-6-0,0,12,Crossroads Regional,2014
21,3266,12.00,370.00,504.00,250.00,360.00,6-6-0,0,12,Crossroads Regional,2014
22,829,12.00,350.00,350.00,240.00,583.00,6-6-0,0,12,Crossroads Regional,2014
23,4306,12.00,310.00,477.00,230.00,452.00,6-6-0,0,12,Crossroads Regional,2014
24,1018,12.00,240.00,343.00,180.00,383.00,6-6-0,0,12,Crossroads Regional,2014
25,4103,10.00,460.00,422.00,280.00,239.00,5-6-0,1,12,Crossroads Regional,2014
26,48,10.00,380.00,528.00,200.00,406.00,5-7-0,0,12,Crossroads Regional,2014
27,1038,10.00,380.00,437.00,190.00,444.00,5-7-0,0,12,Crossroads Regional,2014
28,1014,10.00,350.00,345.00,140.00,545.00,5-7-0,0,12,Crossroads Regional,2014
29,3010,10.00,320.00,417.00,160.00,397.00,5-7-0,0,12,Crossroads Regional,2014
30,128,10.00,290.00,387.00,170.00,406.00,5-7-0,0,12,Crossroads Regional,2014
31,3559,10.00,210.00,358.00,140.00,296.00,5-7-0,0,12,Crossroads Regional,2014
32,4272,10.00,200.00,389.00,180.00,287.00,5-7-0,0,12,Crossroads Regional,2014
33,4485,10.00,190.00,488.00,160.00,389.00,5-7-0,0,12,Crossroads Regional,2014
34,291,10.00,150.00,301.00,250.00,256.00,5-7-0,0,12,Crossroads Regional,2014
35,2358,8.00,380.00,525.00,230.00,395.00,4-8-0,0,12,Crossroads Regional,2014
36,4283,8.00,290.00,369.00,100.00,257.00,4-8-0,0,12,Crossroads Regional,2014
37,4926,8.00,250.00,424.00,110.00,242.00,4-8-0,0,12,Crossroads Regional,2014
38,2197,8.00,120.00,430.00,120.00,303.00,4-8-0,0,12,Crossroads Regional,2014
39,4008,8.00,120.00,368.00,150.00,315.00,4-8-0,0,12,Crossroads Regional,2014
40,3940,6.00,360.00,352.00,180.00,183.00,3-9-0,0,12,Crossroads Regional,2014
41,3959,6.00,250.00,355.00,130.00,231.00,3-9-0,0,12,Crossroads Regional,2014
42,2360,6.00,130.00,371.00,150.00,316.00,3-9-0,0,12,Crossroads Regional,2014
43,2199,6.00,90.00,416.00,120.00,490.00,3-9-0,0,12,Crossroads Regional,2014
44,2171,4.00,350.00,394.00,150.00,219.00,2-10-0,0,12,Crossroads Regional,2014
45,4521,4.00,170.00,277.00,130.00,410.00,2-10-0,0,12,Crossroads Regional,2014
1,3313,18.00,220.00,351.00,170.00,400.00,9-1-0,0,10,Lake Superior Regional,2014
2,3018,17.00,230.00,380.00,220.00,393.00,8-1-1,0,10,Lake Superior Regional,2014
3,4845,16.00,170.00,430.00,110.00,385.00,8-2-0,0,10,Lake Superior Regional,2014
4,4539,16.00,170.00,375.00,180.00,393.00,8-2-0,0,10,Lake Superior Regional,2014
5,2052,16.00,160.00,335.00,220.00,331.00,8-2-0,0,10,Lake Superior Regional,2014
6,3102,16.00,80.00,436.00,150.00,216.00,8-2-0,0,10,Lake Superior Regional,2014
7,5290,16.00,70.00,235.00,100.00,342.00,8-2-0,0,10,Lake Superior Regional,2014
8,3042,14.00,240.00,410.00,130.00,143.00,7-3-0,0,10,Lake Superior Regional,2014
9,706,14.00,190.00,345.00,70.00,476.00,7-3-0,0,10,Lake Superior Regional,2014
10,2472,14.00,120.00,291.00,130.00,362.00,7-3-0,0,10,Lake Superior Regional,2014
11,4207,14.00,110.00,321.00,160.00,262.00,7-3-0,0,10,Lake Superior Regional,2014
12,3840,14.00,80.00,340.00,90.00,266.00,7-3-0,0,10,Lake Superior Regional,2014
13,3061,13.00,110.00,368.00,100.00,161.00,6-3-1,0,10,Lake Superior Regional,2014
14,3294,13.00,110.00,231.00,60.00,265.00,6-3-1,0,10,Lake Superior Regional,2014
15,2977,12.00,150.00,290.00,150.00,218.00,6-4-0,0,10,Lake Superior Regional,2014
16,1816,12.00,140.00,370.00,130.00,261.00,6-4-0,0,10,Lake Superior Regional,2014
17,3755,12.00,130.00,436.00,160.00,314.00,6-4-0,0,10,Lake Superior Regional,2014
18,4511,12.00,130.00,301.00,90.00,252.00,6-4-0,0,10,Lake Superior Regional,2014
19,3054,12.00,50.00,350.00,110.00,239.00,6-4-0,0,10,Lake Superior Regional,2014
20,4217,11.00,100.00,211.00,40.00,288.00,5-4-1,0,10,Lake Superior Regional,2014
21,3300,11.00,60.00,233.00,120.00,300.00,5-4-1,0,10,Lake Superior Regional,2014
22,1714,10.00,190.00,355.00,80.00,219.00,5-5-0,0,10,Lake Superior Regional,2014
23,5299,10.00,160.00,330.00,150.00,283.00,5-5-0,0,10,Lake Superior Regional,2014
24,4009,10.00,150.00,370.00,100.00,386.00,5-5-0,0,10,Lake Superior Regional,2014
25,2177,10.00,150.00,316.00,70.00,177.00,5-5-0,0,10,Lake Superior Regional,2014
26,2479,10.00,140.00,244.00,100.00,165.00,5-5-0,0,10,Lake Superior Regional,2014
27,5143,10.00,100.00,265.00,40.00,175.00,5-5-0,0,10,Lake Superior Regional,2014
28,5340,10.00,80.00,296.00,60.00,234.00,5-5-0,0,10,Lake Superior Regional,2014
29,4011,10.00,60.00,221.00,80.00,207.00,5-5-0,0,10,Lake Superior Regional,2014
30,2526,10.00,50.00,341.00,60.00,319.00,5-5-0,0,10,Lake Superior Regional,2014
31,4054,10.00,20.00,205.00,110.00,231.00,5-5-0,0,10,Lake Superior Regional,2014
32,3277,9.00,70.00,350.00,110.00,353.00,4-5-1,0,10,Lake Superior Regional,2014
33,2169,9.00,70.00,277.00,40.00,293.00,4-5-1,0,10,Lake Superior Regional,2014
34,4986,9.00,70.00,206.00,80.00,177.00,4-5-1,0,10,Lake Superior Regional,2014
35,4181,9.00,40.00,176.00,60.00,209.00,4-5-1,0,10,Lake Superior Regional,2014
36,3828,8.00,120.00,191.00,80.00,260.00,4-6-0,0,10,Lake Superior Regional,2014
37,4818,8.00,90.00,456.00,110.00,195.00,4-6-0,0,10,Lake Superior Regional,2014
38,3692,8.00,90.00,276.00,80.00,176.00,4-6-0,0,10,Lake Superior Regional,2014
39,2503,8.00,80.00,205.00,70.00,122.00,4-6-0,0,10,Lake Superior Regional,2014
40,4182,8.00,70.00,284.00,70.00,111.00,4-6-0,0,10,Lake Superior Regional,2014
41,2499,8.00,60.00,210.00,60.00,231.00,4-6-0,0,10,Lake Superior Regional,2014
42,4230,8.00,50.00,310.00,20.00,235.00,4-6-0,0,10,Lake Superior Regional,2014
43,3846,8.00,50.00,261.00,80.00,129.00,4-6-0,0,10,Lake Superior Regional,2014
44,2264,8.00,20.00,221.00,40.00,53.00,4-6-0,0,10,Lake Superior Regional,2014
45,93,7.00,190.00,326.00,140.00,142.00,3-6-1,0,10,Lake Superior Regional,2014
46,3883,6.00,110.00,286.00,60.00,185.00,3-7-0,0,10,Lake Superior Regional,2014
47,3278,6.00,80.00,232.00,110.00,170.00,3-6-0,1,10,Lake Superior Regional,2014
48,4397,6.00,70.00,361.00,20.00,160.00,3-7-0,0,10,Lake Superior Regional,2014
49,3871,6.00,50.00,276.00,50.00,191.00,3-7-0,0,10,Lake Superior Regional,2014
50,3839,6.00,50.00,265.00,90.00,190.00,3-7-0,0,10,Lake Superior Regional,2014
51,3297,6.00,50.00,232.00,20.00,221.00,2-6-2,0,10,Lake Superior Regional,2014
52,3122,6.00,40.00,296.00,110.00,229.00,3-7-0,0,10,Lake Superior Regional,2014
53,3630,4.00,120.00,257.00,60.00,196.00,2-8-0,0,10,Lake Superior Regional,2014
54,3184,4.00,70.00,202.00,70.00,158.00,2-8-0,0,10,Lake Superior Regional,2014
55,3740,4.00,50.00,236.00,70.00,242.00,2-8-0,0,10,Lake Superior Regional,2014
56,3788,4.00,40.00,216.00,40.00,268.00,2-8-0,0,10,Lake Superior Regional,2014
57,4663,2.00,70.00,239.00,60.00,56.00,1-9-0,0,10,Lake Superior Regional,2014
1,2175,18.00,350.00,355.00,240.00,313.00,9-1-0,0,10,Northern Lights Regional,2014
2,5172,16.00,270.00,366.00,220.00,337.00,8-2-0,0,10,Northern Lights Regional,2014
3,2826,16.00,250.00,276.00,190.00,219.00,8-2-0,0,10,Northern Lights Regional,2014
4,359,16.00,230.00,311.00,270.00,456.00,8-2-0,0,10,Northern Lights Regional,2014
5,27,16.00,150.00,425.00,170.00,326.00,8-2-0,0,10,Northern Lights Regional,2014
